0,-0.29902
1,0.29902
2,-0.29892
3,0.11104
4,0.32779
5,0.52226
6,0.19890
7,0.14209
8,-0.04805
9,1.01302
10,0.08369
11,0.42587
12,0.33520
13,0.44173
14,-0.01768
15,0.66819
16,-0.23831
17,0.39900
18,-0.29921
19,0.29912
20,0.07280
21,-0.06708
22,0.33256
23,-0.00157
24,-0.25601
25,0.10507
26,-0.00279
27,-0.11744
28,0.04733
29,-0.40704
30,0.31849
31,-0.34319
32,-0.22322
33,0.37598
34,-0.51753
35,0.43127
36,-0.26930
37,0.23039
38,-0.10746
39,-0.16101
40,0.64014
41,-0.45040
42,0.13312
43,-0.49575
44,-0.66821
45,0.09257
46,0.48273
47,-0.44836
48,-0.59999
49,-0.20205
50,0.16614
51,-0.37812
52,-0.30536
53,0.36730
54,-0.33692
55,0.69731
56,-0.19146
57,-0.10745
58,-0.12641
59,-0.34687
60,0.65646
61,-0.49692
62,0.00316
63,-0.41176
64,0.27481
65,-0.62408
66,-0.41629
67,-0.82678
68,0.75459
69,-0.40416
70,0.58153
71,0.64058
72,0.38112
73,0.30386
74,-0.00618
75,-0.18097
76,0.28609
77,0.23253
78,0.30535
79,0.08500
80,0.35608
81,-0.37348
82,0.34781
83,-0.77958
84,-0.05864
85,0.01025
86,-0.08958
87,-0.00883
88,-0.91162
89,0.17602
90,-0.11106
91,-1.15948
92,0.97079
93,-1.07963
94,0.16811
95,0.19187
96,0.09570
97,0.13991
98,0.51278
99,0.06546
100,0.21262
101,-0.08332
102,-0.28041
103,-0.01301
104,-0.25808
105,0.40121
106,-0.68739
107,-0.55311
108,0.45282
109,-0.11526
110,0.10743
111,0.00764
112,0.03443
113,-0.28932
114,0.16008
115,0.00425
116,-0.03280
117,-0.13682
118,0.12197
119,-0.19508
120,0.08217
121,-0.09481
122,-0.13267
123,-0.04476
124,0.05687
125,0.15933
126,-0.09127
127,0.22201
128,0.20709
129,-0.47161
130,0.27416
131,-0.07960
132,0.04372
133,-0.04867
134,-0.32073
135,0.14506
136,0.40271
137,-0.92189
138,1.36935
139,-0.62714
140,0.29831
